Product ID,Product Title,Product Subtitle,Product Label,Product Features,Product Images,Digital Assets - Main Product Image,Digital Assets - 45-Degree Angled View,Digital Assets - Front View,Digital Assets - Left Side View,Digital Assets - Right Side View,Digital Assets - Top View,Digital Assets - Back View,Digital Assets - Packaging 45 Degree Angled View,Digital Assets - Packaging Back View,Digital Assets - Packaging Front View,Digital Assets - Packaging Left Side View,Digital Assets - Packaging Right Side View,Digital Assets - Feature Image 1,Digital Assets - Feature Image 2,Digital Assets - Feature Image 3,Digital Assets - Feature Image 4,Digital Assets - Feature Image 5,Digital Assets - Feature Image 6,Digital Assets - Feature Image 7,Digital Assets - Additional Feature Images,Digital Assets - Lifestyle Image 1,Digital Assets - Lifestyle Image 2,Digital Assets - Lifestyle Image 3,Digital Assets - Lifestyle Image 4,Digital Assets - Lifestyle Image 5,Digital Assets - Lifestyle Image 6,Digital Assets - Lifestyle Image 7,Digital Assets - Additional Lifestyle Images,Digital Assets - Product Assembly Video,Digital Assets - Product Installation Video,Digital Assets - Product Marketing Video,Digital Assets - Product Teaser Video,Digital Assets - Product Training Video,Digital Assets - Assembly/Instructional Guide - PDF,Digital Assets - DoC (Declaration of Conformity) - PDF,Digital Assets - DoP (Declaration of Performance and Test Reports) - PDF,Digital Assets - Energy Guide - PDF,Digital Assets - FSC Certification for Packaging - PDF,Digital Assets - FSC Certification for Product - PDF,Digital Assets - Installation Guide - PDF,Digital Assets - POPs (Persistent Organic Pollutants) - PDF,Digital Assets - Product Certifications - PDF,"Digital Assets - REACH (Registration, Evaluation, Authorization, and Restriction of Chemicals) - PDF",Digital Assets - Safety Data Sheet (SDS) - PDF,Digital Assets - Sell Sheet - PDF,Digital Assets - SHVC (Substances of Very High Concern) - PDF,Digital Assets - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Long Description,PRODUCT DESCRIPTIONS - Shortened Description,PRODUCT DESCRIPTIONS - Collated Feature & Benefit,PRODUCT DESCRIPTIONS - Sell Sheet - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,Packaged Dimensions - Package Depth - Centimeters,Packaged Dimensions - Package Depth - Inches,Packaged Dimensions - Package Depth - Millimeters,Packaged Dimensions - Package Height - Centimeters,Packaged Dimensions - Package Height - Inches,Packaged Dimensions - Package Height - Millimeters,Packaged Dimensions - Package Width - Centimeters,Packaged Dimensions - Package Width - Millimeters,Packaged Dimensions - Package Width - Inches,Packaged Dimensions - Package Weight - Grams,Packaged Dimensions - Package Weight - Kilograms,Packaged Dimensions - Package Weight - Pounds
OX-P371619,OX Pro Replaceable Chisel Tip for Finishing 19mm - 1 Pack,General Hand Tools > Striking & Demolition > Chisels,OX-P371619,"QTY 1 - Replacable tips for your 19mm chisel, Replacemnt chisel tips are manufatured from premium SK5 carbide steel., Each tip is threaded and comes with a replacement bolt so that the threads are never worn out., Designed for maximum sharpness for framing and fixout carpentry., Superior edge holding ability.",http://images.salsify.com/image/upload/s--hO66mysx--/cd6082ac32a698f3f45f0e24a1d701b5c9cbf791.jpg,http://images.salsify.com/image/upload/s--hO66mysx--/cd6082ac32a698f3f45f0e24a1d701b5c9cbf791.jpg,http://images.salsify.com/image/upload/s--UyOVso95--/3aa40df3600343b5471d4181004af06e514452e8.jpg,http://images.salsify.com/image/upload/s--5j32RWu4--/791686d674447266f66bc786b577a6842b831b27.jpg,http://images.salsify.com/image/upload/s--y2Qy0oXQ--/275c73e2f9c653ab540ea0491faa873e1c0fa206.jpg,http://images.salsify.com/image/upload/s--zBDzclBO--/3b8a012d64fea76d3374ccae957aa6c57f81ae4d.jpg,http://images.salsify.com/image/upload/s--6oUdhJVy--/d00dcf80242c7813e4f386ba3479d23b086d9afe.jpg,http://images.salsify.com/image/upload/s--UX59PDz8--/988f41936a85aae0b55c642f608b70a16d4d258d.jpg,,,,,,http://images.salsify.com/image/upload/s--EJWq3PU_--/d5cffbaca42f7426746d8d93436f8272b779a4f9.jpg,,,,,,,,,,,,,,,,,,"http://images.salsify.com/video/upload/s--LAwwuSDz--/j1wwxg6qzoyyaoushdjj.mp4, http://images.salsify.com/video/upload/s---texLQLP--/dlo0tbjjmciullctsbel.mp4",,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--mKDXQf_b--/l5bn0jzviffz984i8jvq.pdf,,,"OX Tools PRO - Premium SK5 Steel Ultra-Sharp Chisel Tip Replacement for Professional Carpentry, Superior Edge, 19mm","OX PRO Japanese Steel Chisel Tip, 19mm","QTY 1 - Replacable tips for your 19mm chisel, Replacemnt chisel tips are manufatured from premium SK5 carbide steel., Each tip is threaded and comes with a replacement bolt so that the threads are never worn out., Designed for maximum sharpness for framing and fixout carpentry., Superior edge holding ability.",http://images.salsify.com/image/upload/s--mKDXQf_b--/l5bn0jzviffz984i8jvq.pdf,,,,,,,,,,,,1.97,,,1.57,,,,0.2,,,0.09
OX-P082704,"OX Pro Club Hammer, Rubber Handle - 4lb / 1.8kgs",General Hand Tools > Striking & Demolition > Club Hammers,OX-P082704,"Forged, one piece steel construction, Non-slip grip handle with shock reduction, High quality steel for durability, -, .",http://images.salsify.com/image/upload/s--62cTp107--/cxyrfvqssmifwrbfzfee.png,http://images.salsify.com/image/upload/s--62cTp107--/cxyrfvqssmifwrbfzfee.png,http://images.salsify.com/image/upload/s--2bn2dtOx--/lhqoogevbu7u029dyhub.jpg,http://images.salsify.com/image/upload/s--Tl9hqH6P--/ushtd79lkhbx5s1qgt45.png,http://images.salsify.com/image/upload/s--52Ol9EX8--/xwlei3lvkbzgugwzozvj.jpg,,http://images.salsify.com/image/upload/s--3j33Eov6--/g4h4vhvk4qpwbbqk5mdx.jpg,,http://images.salsify.com/image/upload/s--62cTp107--/cxyrfvqssmifwrbfzfee.png,,,,,http://images.salsify.com/image/upload/s--32FBG7cU--/yywl8ujejwjyugpzisb2.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Pro Club Hammer is made from high quality steel for maximum toughness and offers shock reduction with its non-slip grip handle. This precision-balanced hammer is forged from a one piece steel construction. Available in 3lb and 4lb.,"Forged, one piece steel construction, Non-slip grip handle with shock reduction, High quality steel for durability, -, .",,,,,,,,,,,,29,11.42,290.0,4,1.57,40.0,12,120.0,4.72,1840,1.84,4.06
OX-P403222,OX Pro Notched trowel soft grip 280 x 120mm trapezium 6x7mm,Wet Trade Hand Tools > Tiling Tools > Tile Trowels,OX-P403222,,,,http://images.salsify.com/image/upload/s--Ce7eceqX--/f0m689t4jx2viyodux08.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P263608,OX Pro Framer’s XXL Tool Rig - Oil Tanned Top Grain Leather With Suspenders,Tool Storage > Tool Belts & Pouches > Rigs,OX-P263608,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--iw1lGQ9R--/da6crv06zr8ziqzzbmer.jpg,http://images.salsify.com/image/upload/s--WkQc338R--/zxgsixcs0qmmgn2qw3d3.jpg,http://images.salsify.com/image/upload/s--8xSSTzE5--/cqschhrprqatqkigjuyh.jpg,http://images.salsify.com/image/upload/s--1T5CEGP5--/fnjfswdicocfk6dkfmef.jpg,,,,,,,http://images.salsify.com/video/upload/s--6IvHPSU_--/mzhijknly9ycxz9emzuz.mp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,3.5,,,,14,,,7
OX-P324612,"OX Pro Ultra Wide Jaw Adjustable Wrench - 12""/300mm",General Hand Tools > Fastening > Wrenches,OX-P324612,"Ultra wide jaw opening, Very slim head for access into tight spaces, Precision hardened for durability, Soft grip handle, Size - 12"" / 3mm, Jaw Opening - 6mm",http://images.salsify.com/image/upload/s--bKGLRC7r--/g39a8vh4n75em3jeazfq.png,http://images.salsify.com/image/upload/s--bKGLRC7r--/g39a8vh4n75em3jeazfq.png,http://images.salsify.com/image/upload/s--QMwj7BAh--/xxsh7di3x3brmi0seqy8.png,http://images.salsify.com/image/upload/s--bzC59HJK--/yrg4o3bikgwik03wszkq.png,,,,,http://images.salsify.com/image/upload/s--bKGLRC7r--/g39a8vh4n75em3jeazfq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Pro Adjustable Wrench Extra Wide Jaw features a heavy duty steel construction with slim head for access to tight spaces. Featuring an ergonomically designed soft grip handle for comfort during use.,"Ultra wide jaw opening, Very slim head for access into tight spaces, Precision hardened for durability, Soft grip handle, Size - 12"" / 3mm, Jaw Opening - 6mm",,,,,,,,,,,,31.24,12.3,312.4,2,0.79,20.0,11.5,115.0,4.35,865,0.865,1.91
OX-S241609,OX Latex Grip Gloves - Size 9 (L),Site & Shop Accessories > Safety > Hand Protection,OX-S241609,"Seamless Poly-cotton 10 gauge liner, Open back for ventilation & ergonomic design that reduces hand fatigue, Conforms to EN386",http://images.salsify.com/image/upload/s--FWMaL61S--/syal0eepuktnjyg9gkg9.jpg,http://images.salsify.com/image/upload/s--FWMaL61S--/syal0eepuktnjyg9gkg9.jpg,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--FWMaL61S--/syal0eepuktnjyg9gkg9.jpg,http://images.salsify.com/image/upload/s--nvWcnaWt--/p5o6fsygctxsboa6i0jr.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Latex Grip Glove is made from seamless poly-cotton 10 gauge liner. It comes with an open back for ventilation and an ergonomic design that reduces hand fatigue when worn. These gloves conforms to EN388 standards.,"Seamless Poly-cotton 10 gauge liner, Open back for ventilation & ergonomic design that reduces hand fatigue, Conforms to EN386",,,,,,,,,,,,2,,20.0,13,,130.0,29,290.0,,88,0.088,0.22
OX-PT-6128,OX Lifting Hook -Suits GX270 & GX390,Power Tools > Wet Trade Power Tools > Trowelling Machines & Accessories,OX-PT-6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,40.0,15,,150.0,15,150.0,,1000,1,
OX-P534290,OX Speedskim Stainless Steel Notched Rendering Rule - RE900mm,Wet Trade Hand Tools > Plastering Tools > Skimming Blades,OX-P534290,"The Rendering blade from the Speedskim® award winning and revolutionary tool system, Speeds up the rendering process and gives an even thickness to the base coat with ease resulting in flatter finishes faster, Significantly reduces the harmful effects of fatigue & RSI, Suitable for keying all base coats when using a coloured render system or sand and cement renders and for one coat plaster systems, Notched Stainless Spring Steel Blade",http://images.salsify.com/image/upload/s--Cwvm9sag--/pjtwh3t9tnflrysvmz49.jpg,http://images.salsify.com/image/upload/s--Cwvm9sag--/pjtwh3t9tnflrysvmz49.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro Speedskim® RE 900 notched rendering blade features a tough aluminium handle and lightweight but durable high grade 0.7mm Sheffield stainless steel blade and is part of the new and revolutionary tool system designed to increase meterage output and enhance quality of finish.  Specially designed for keying all traditional sand/cement base coats and additionally all coloured silicone based monocouche systems, it also comes complete with an integral blade guard. One of Speedskim’s major benefits is the reduction in harmful effects of fatigue & RSI.","The Rendering blade from the Speedskim® award winning and revolutionary tool system, Speeds up the rendering process and gives an even thickness to the base coat with ease resulting in flatter finishes faster, Significantly reduces the harmful effects of fatigue & RSI, Suitable for keying all base coats when using a coloured render system or sand and cement renders and for one coat plaster systems, Notched Stainless Spring Steel Blade",,,,,,,,,,,,4.7,,47.0,102.5,,1025.0,14.700000000000001,147.0,,1265,1.265,3.32
OX-P087220,Pro 20-Ounce Milled Face Framing Hammer | Curved Hickory Handle w/ TPR Grip ,General Hand Tools > Striking & Demolition > Framing Hammers,OX-P087220,,http://images.salsify.com/image/upload/s--r1lJcMsu--/fe5dzo464gsmwngzve0u.jpg,http://images.salsify.com/image/upload/s--r1lJcMsu--/fe5dzo464gsmwngzve0u.jpg,http://images.salsify.com/image/upload/s--stTCRY4l--/r5mtfiyqfy7f1wmoczay.jpg,http://images.salsify.com/image/upload/s--uQMldLmu--/ai0txhctj7hdzot8seqq.jpg,,,,http://images.salsify.com/image/upload/s--TVxZPHYJ--/hv0uw6slubb1vwj991yo.jpg,,,,,,http://images.salsify.com/image/upload/s--M1FaPx7s--/ss4ol4bs2ndqo3ggzkiv.jpg,http://images.salsify.com/image/upload/s--MXoorfmz--/km1epp9zkhhok53boauh.jpg,http://images.salsify.com/image/upload/s--rw9Pfcjg--/avg4vdcy2pxtlpo0zzpc.jpg,http://images.salsify.com/image/upload/s--NwnxszB_--/l3crrgsdtojcpf0k5lpz.jpg,,,,,http://images.salsify.com/image/upload/s--dPMnL0jU--/pxu1xh2sm9mzylmteyyf.jpg,http://images.salsify.com/image/upload/s--W5TWyouC--/rvkjriri4acurfsdyftc.jpg,http://images.salsify.com/image/upload/s--EZT9KRLl--/ylse8vdjj6ok0yqubns5.jpg,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--IgV0dYbX--/webfeukabcn1htpqbbmm.pdf,,,,,,http://images.salsify.com/image/upload/s--IgV0dYbX--/webfeukabcn1htpqbbmm.pdf,,,,,,,,,,,44.45,17.5,444.5,3.85,1.52,38.5,15.2,152.0,5.98,950,0.95,2.09
OX-P266630,"Pro 2-Inch Dynamic Nylon Tool Belt - Small/Medium 29"" to 40""",Tool Storage > Tool Belts & Pouches > Belts,OX-P266630,,http://images.salsify.com/image/upload/s--s54jaaLI--/wpczutjswecnyfdfdnmx.png,http://images.salsify.com/image/upload/s--s54jaaLI--/wpczutjswecnyfdfdnmx.png,,http://images.salsify.com/image/upload/s--5PwuQos7--/rehoguhfvatqenqaeabv.jpg,,,,http://images.salsify.com/image/upload/s--u6JsImSs--/vg19bmi1bs3onbdmatev.jpg,,http://images.salsify.com/image/upload/s--KTjgp_KQ--/plb23xzc7hyqvhhtzsdo.png,http://images.salsify.com/image/upload/s--irlAXGR4--/eahhdt6zjwqyvrq38peo.png,,,http://images.salsify.com/image/upload/s--iO36Dd94--/vbbipigrnqsfubpsopfi.png,http://images.salsify.com/image/upload/s--OQq7Whrw--/jb561wfwn901nqv806gj.png,http://images.salsify.com/image/upload/s--6g20Wub0--/xvlr2gntyag33sjat0bi.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.75,,,1.25,,,,5,,,0.69
OX-P110390,OX Pro Mixing tub black 90ltr,Site & Shop Accessories > Site Supplies > Buckets,OX-P110390,,,,,http://images.salsify.com/image/upload/s--Z1polmi2--/caamn7h4jh12ytnfrsme.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-W552303,OX Tech Polo Navy - M,Tool Storage > Workwear > Shirts,OX-W552303,"made from stretch fabric with wicking qualities for breathability, ribbed collar and cuffs for secure fit, slit hem for ease of movement, ox branded buttons and badge, made from 95% cotton 5% elastane",http://images.salsify.com/image/upload/s--sh8kTkXn--/lxjjstwpl6l8vd1ey7gk.png,http://images.salsify.com/image/upload/s--sh8kTkXn--/lxjjstwpl6l8vd1ey7gk.png,,http://images.salsify.com/image/upload/s--sh8kTkXn--/lxjjstwpl6l8vd1ey7gk.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Tech polo shirt is made from innovative, non-iron wicking fabrics that draw moisture away from the body while remaining crease-free to keep the wearer looking sharp all day long. The supreme flexibility of the fabric allows completely unrestricted movement and eliminate discomfort while you do physical tasks.","made from stretch fabric with wicking qualities for breathability, ribbed collar and cuffs for secure fit, slit hem for ease of movement, ox branded buttons and badge, made from 95% cotton 5% elastane",,,,,,,,,,,,2,,20.0,37,,370.0,30,300.0,,500,0.5,1.1
OX-UDH10-12,"Ultimate OXTreme Multi-Cut Diamond Blade | 12"" / 305mm",Power Tool Accessories > Diamond Blades > Asphalt/Block Blades,OX-UDH10-12,,http://images.salsify.com/image/upload/s--f4FH6oce--/hd4gipkvpiqqebps6uoc.png,http://images.salsify.com/image/upload/s--f4FH6oce--/hd4gipkvpiqqebps6uoc.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55
OX-EEBO-6-100,Pro 6-Inch X 0.100 Early Entry Blade - Orange Bond,Power Tool Accessories > Diamond Blades > Early Entry Blades,OX-EEBO-6-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--whr_DO1B--/v0oosm67bu7qvga9mpav.pdf,,,,,,http://images.salsify.com/image/upload/s--whr_DO1B--/v0oosm67bu7qvga9mpav.pdf,,,,,,,,,,,,6.7,,,0.4,,,,6.7,,,0.67
OX-PT36,"OX Pro 36"" Trowelling Machine - 5.5hp",Power Tools > Wet Trade Power Tools > Trowelling Machines & Accessories,OX-PT36,,http://images.salsify.com/image/upload/s--SQiXmzIF--/ohhjcrqqqd3ieljnp4oi.png,http://images.salsify.com/image/upload/s--SQiXmzIF--/ohhjcrqqqd3ieljnp4oi.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P171250,OX Pro Brick carrier,Wet Trade Hand Tools > Masonry Tools > Brick Carriers,OX-P171250,"Holds 8-12 bricks, Adjustable jaw capacity, Heavy duty construction, Comfort grip ergonomic handle, .",http://images.salsify.com/image/upload/s--q2DNU-14--/bfjwq4b1mc07asssak4c.jpg,http://images.salsify.com/image/upload/s--q2DNU-14--/bfjwq4b1mc07asssak4c.jpg,http://images.salsify.com/image/upload/s--GoLlsXzP--/lwpkupknvccsvztftfro.jpg,http://images.salsify.com/image/upload/s--Vo7QHU3n--/yswnkcmv7rp58cdnmlj4.jpg,http://images.salsify.com/image/upload/s--yypNPZAB--/tbzzd5dmuhm5n3komfic.jpg,,http://images.salsify.com/image/upload/s--4HIC1ZVU--/hxruoltqnl5thbcsqkr1.jpg,,,http://images.salsify.com/image/upload/s--DMs1g-ts--/bmw4fwxwbwflrzo6jhhi.jpg,http://images.salsify.com/image/upload/s--RxFKkmKW--/xsobmyddmpbnp8exispm.jpg,,,http://images.salsify.com/image/upload/s--es5fsHBB--/eyia68oxzodeb6lb4fbf.jpg,http://images.salsify.com/image/upload/s--6vgAsqA7--/h6as4surrzfgx2bqbpnr.jpg,http://images.salsify.com/image/upload/s--YO99h3a5--/b9oms8djunfmges7yxgl.png,http://images.salsify.com/image/upload/s--VHR4mGWe--/mfimfqcuzzsha3sjzvdp.png,http://images.salsify.com/image/upload/s--XRbhPfoy--/jkrvcjflq780yqdg9wbq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro Brick Carrier, a game-changer in the construction industry. Crafted with precision, this carrier boasts unparalleled durability, constructed from high-quality materials to withstand rigorous job site demands. Its ergonomic comfort grip handle ensures fatigue-free handling, promoting efficiency and reducing strain on the user's hands and wrists. What sets it apart is its adjustable jaw capacity, accommodating 8-12 bricks effortlessly, allowing for versatile use across various projects. Whether you're a professional mason or builder, this carrier streamlines brick transportation, enhancing productivity while prioritizing user comfort and safety. Upgrade your toolkit with the OX Pro Brick Carrier and experience unmatched convenience and reliability on every job.",The OX Pro Brick Carrier features an ergonomic comfort grip handle with adjustable jaw capacity. It provides an easy way to move its capacity of 8-12 bricks.,"Holds 8-12 bricks, Adjustable jaw capacity, Heavy duty construction, Comfort grip ergonomic handle, .",,,,,,,,,,,,7.5,20,75.0,18.5,3,185.0,51,510.0,3,1881,1.881,4
ME-DSCO36,OX Corflute Sign,Marketing & Promotional > Promotional > Signage,ME-DSCO36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,35.83,910.0,1,0.39,10.0,30,300.0,11.81,500,0.5,1.1
V14-115/22,Pro V14 Diamond Blade - Concrete - 115/22.23mm,Power Tool Accessories > Diamond Blades > Concrete/Masonry Blades,V14-115/22,"V tooth segment design for aggressive, fast concrete cutting., 16 mm turbo segment height for fast cutting & long life., Cuts concrete with rebar and all general purpose building materials., Applications: kerbs and slabs, concrete paviors, roof tiles, bricks, general building materials.",http://images.salsify.com/image/upload/s--HnEzaR95--/ogjwmmrn9l4snb7oye7e.jpg,http://images.salsify.com/image/upload/s--HnEzaR95--/ogjwmmrn9l4snb7oye7e.jpg,,http://images.salsify.com/image/upload/s--3ed0dQ-0--/zxivgsnzjhb2ounuiwro.jpg,,,,http://images.salsify.com/image/upload/s--7iOyBL6D--/lwgplt56yfubmma32gs3.jpg,,http://images.salsify.com/image/upload/s--9FN1p5dW--/dg3hvm4mu6vnoraikn3m.jpg,http://images.salsify.com/image/upload/s--9_zAO7ly--/fxasvbcpwy3h4altnvp2.jpg,,,,,,,,,,,"http://images.salsify.com/image/upload/s--Hjz_KPRS--/gupkxjkz44xnipc3y185.jpg, http://images.salsify.com/image/upload/s--gIr9BQbH--/kfjhworfwdkg9pwpnag7.jpg","http://images.salsify.com/image/upload/s--3eU4UuEB--/i08fk5wdune7byzmhmhr.jpg, http://images.salsify.com/image/upload/s--PcEGK2b4--/zhvmkvfegtzznnk5akle.jpg","http://images.salsify.com/image/upload/s---95qhCC5--/zltdpa4nmlt35t2qftvv.jpg, http://images.salsify.com/image/upload/s--Lx0wLVZ9--/jzfmvuwlibwjwts76fxz.jpg","http://images.salsify.com/image/upload/s--EOIOWNMP--/tjauwsy3ftys3qpwjwxc.jpg, http://images.salsify.com/image/upload/s--8o70la5z--/sr3aceidh3r5krx3xgnv.jpg","http://images.salsify.com/image/upload/s--2CQjCkxR--/xnxeu6jzmpvlhvhg0dh1.jpg, http://images.salsify.com/image/upload/s--4Ar6MHUx--/xl3o4kne2juc2fjikojg.jpg","http://images.salsify.com/image/upload/s--3iNBpPmK--/mkrujrp800uykwubci84.jpg, http://images.salsify.com/image/upload/s--WU1TpThs--/c5z0q3mbeihnaddsxxz9.jpg","http://images.salsify.com/image/upload/s--c49zqAwp--/ycbjdwtajv4v8vfw8iwb.jpg, http://images.salsify.com/image/upload/s--xixeR0iw--/westispzx67c07xxpxx7.jpg","http://images.salsify.com/image/upload/s--6OIe6tZJ--/nb0xlc23ktmc7quppwma.jpg, http://images.salsify.com/image/upload/s--fsg6EWdW--/uoulrknnutq1c5p9eear.jpg, http://images.salsify.com/image/upload/s--tiOQCaV2--/o95vbf0ooasi3xewkayk.jpg, http://images.salsify.com/image/upload/s--vkirzNEA--/bdspq6scl9zu7rqklksz.jpg, http://images.salsify.com/image/upload/s--UP0WAmFE--/cwdie5nzdqnzvygksqsn.jpg, http://images.salsify.com/image/upload/s--RONlBYx0--/svey7qxbpmtgftjels0j.jpg, http://images.salsify.com/image/upload/s--rtYLoTjW--/kzrlmyox5o7crdbc2e5h.jpg, http://images.salsify.com/image/upload/s--8iC0rtXu--/gn2cmtmiec75ka2xykze.jpg, http://images.salsify.com/image/upload/s--wF3AyNkK--/q4xyhmkmcepcay8gzaxp.jpg, http://images.salsify.com/image/upload/s--pkH8d7sh--/jjsizivwg5aceewmnzlg.jpg, http://images.salsify.com/image/upload/s--06f6krwR--/homnidzjjqcpv6usthr1.jpg, http://images.salsify.com/image/upload/s--BN4S2tS0--/v6rweu2jhsz7gzm9zham.jpg, http://images.salsify.com/image/upload/s--Ur-QY_X_--/wi4j3ov3mrmhivpabept.jpg, http://images.salsify.com/image/upload/s--IUxzjd4s--/mb5pdd4e6crurl0ey6ad.jpg",,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--hh2hv_Gs--/qelm7twkh77x2qtwaz8p.pdf,,,"Built with the tradesperson in mind, the OX V14 Series Blade features an aggressive V tooth segment design for rapid concrete cutting. It's 14mm turbo segment height ensures fast cuts and extended blade life, making it a reliable tool for demanding contruction tasks. Suitable for cutting concrete with rebar, kerbs, slabs, roof tiles, bricks, and general building materials, this versatile blade excels in the most difficult construction applications. Engineered for professional use, it delivers exceptional performance and durability, meeting the rigorous standards expected by industry professionals.","The OX V14 Series Blade features a V tooth segment design for aggressive, fast concrete cutting. With a 14 mm turbo segment height, it ensures quick cuts and extended blade life. Ideal for cutting concrete with rebar, kerbs, slabs, roof tiles, bricks, and general building materials, this versatile blade is engineered for professional use.","V tooth segment design for aggressive, fast concrete cutting., 16 mm turbo segment height for fast cutting & long life., Cuts concrete with rebar and all general purpose building materials., Applications: kerbs and slabs, concrete paviors, roof tiles, bricks, general building materials.",http://images.salsify.com/image/upload/s--hh2hv_Gs--/qelm7twkh77x2qtwaz8p.pdf,,,,,,,,,,,,,,,,,,,,,,0.27
OX-T2000F1,OX Trade Construction Marker Fine (1-2mm) - Black,,OX-T2000F1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-UCDB-4.5,"OX Ultimate UCD 4.5"" Double Row Cup Wheel - 22.2mm bore",Power Tool Accessories > Cup Wheels > Double Row Cup Wheels,OX-UCDB-4.5,,http://images.salsify.com/image/upload/s--JJhupGtC--/epxavs71lvn8suodzaj1.png,http://images.salsify.com/image/upload/s--JJhupGtC--/epxavs71lvn8suodzaj1.png,http://images.salsify.com/image/upload/s--lixSXZS---/m2ous4vurdhe5p4p5toq.jpg,http://images.salsify.com/image/upload/s--S5-VDA1F--/qx4bejbgkkoxe0xzugv6.jpg,,,,,,,,,,http://images.salsify.com/image/upload/s--GGc8e4Ye--/wlxifwkxlmkqwwmlrx3h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,6.3,160.0,3,1.18,30.0,12,120.0,4.72,350,0.35,0.77
OX-P530312,"Pro SST Taping Knife - OX Grip | 12"" / 300mm",Wet Trade Hand Tools > Plastering Tools > Taping Knives,OX-P530312,,http://images.salsify.com/image/upload/s--4wiKNG8U--/pudvvpnnk3xbbks1fz9o.png,http://images.salsify.com/image/upload/s--4wiKNG8U--/pudvvpnnk3xbbks1fz9o.png,http://images.salsify.com/image/upload/s--49KaZa_A--/rzul1jv55poxfbyjbkiz.png,http://images.salsify.com/image/upload/s--RU9rc4lC--/dl1uds7ommy3zfstcfca.png,http://images.salsify.com/image/upload/s--bKgD-7uH--/qkjbuicchth1mpp24hk8.png,http://images.salsify.com/image/upload/s--OWczsIcN--/sxpbftelskasacs6ajgk.png,http://images.salsify.com/image/upload/s--tWKSkdUN--/sxqejqmo96vvbgdm9m93.png,http://images.salsify.com/image/upload/s--wJHzuiif--/ehms9bzznnp37u9m6tgo.png,,http://images.salsify.com/image/upload/s--EOCdxZk9--/vrh5elfsprhcqxhd2a4j.png,http://images.salsify.com/image/upload/s--XmcOq5aD--/wo4v4nkyo0ktn1ur5vyt.png,,,,http://images.salsify.com/image/upload/s--jU6wYekD--/iogkgeeirvu7oozqpmvh.png,http://images.salsify.com/image/upload/s--VQXuToVO--/bikgiptfxoahaeyecjmn.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66,,,11.81,,,,1.18,,,0.6
