Product ID,Product Title,Product Subtitle,Product Label,Product Features,Product Images,Digital Assets - Main Product Image,Digital Assets - 45-Degree Angled View,Digital Assets - Front View,Digital Assets - Left Side View,Digital Assets - Right Side View,Digital Assets - Top View,Digital Assets - Back View,Digital Assets - Packaging 45 Degree Angled View,Digital Assets - Packaging Back View,Digital Assets - Packaging Front View,Digital Assets - Packaging Left Side View,Digital Assets - Packaging Right Side View,Digital Assets - Feature Image 1,Digital Assets - Feature Image 2,Digital Assets - Feature Image 3,Digital Assets - Feature Image 4,Digital Assets - Feature Image 5,Digital Assets - Feature Image 6,Digital Assets - Feature Image 7,Digital Assets - Additional Feature Images,Digital Assets - Lifestyle Image 1,Digital Assets - Lifestyle Image 2,Digital Assets - Lifestyle Image 3,Digital Assets - Lifestyle Image 4,Digital Assets - Lifestyle Image 5,Digital Assets - Lifestyle Image 6,Digital Assets - Lifestyle Image 7,Digital Assets - Additional Lifestyle Images,Digital Assets - Product Assembly Video,Digital Assets - Product Installation Video,Digital Assets - Product Marketing Video,Digital Assets - Product Teaser Video,Digital Assets - Product Training Video,Digital Assets - Assembly/Instructional Guide - PDF,Digital Assets - DoC (Declaration of Conformity) - PDF,Digital Assets - DoP (Declaration of Performance and Test Reports) - PDF,Digital Assets - Energy Guide - PDF,Digital Assets - FSC Certification for Packaging - PDF,Digital Assets - FSC Certification for Product - PDF,Digital Assets - Installation Guide - PDF,Digital Assets - POPs (Persistent Organic Pollutants) - PDF,Digital Assets - Product Certifications - PDF,"Digital Assets - REACH (Registration, Evaluation, Authorization, and Restriction of Chemicals) - PDF",Digital Assets - Safety Data Sheet (SDS) - PDF,Digital Assets - Sell Sheet - PDF,Digital Assets - SHVC (Substances of Very High Concern) - PDF,Digital Assets - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Long Description,PRODUCT DESCRIPTIONS - Shortened Description,PRODUCT DESCRIPTIONS - Collated Feature & Benefit,PRODUCT DESCRIPTIONS - Sell Sheet - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,PRODUCT DESCRIPTIONS - Assembly/Instructional Guide - PDF,PRODUCT DESCRIPTIONS - Energy Guide - PDF,PRODUCT DESCRIPTIONS - Installation Guide - PDF,PRODUCT DESCRIPTIONS - Safety Data Sheet (SDS) - PDF,PRODUCT DESCRIPTIONS - Use & Care Manual - PDF,Packaged Dimensions - Package Depth - Centimeters,Packaged Dimensions - Package Depth - Inches,Packaged Dimensions - Package Depth - Millimeters,Packaged Dimensions - Package Height - Centimeters,Packaged Dimensions - Package Height - Inches,Packaged Dimensions - Package Height - Millimeters,Packaged Dimensions - Package Width - Centimeters,Packaged Dimensions - Package Width - Millimeters,Packaged Dimensions - Package Width - Inches,Packaged Dimensions - Package Weight - Grams,Packaged Dimensions - Package Weight - Kilograms,Packaged Dimensions - Package Weight - Pounds
OX-W556403,OX Pro Crew Neck Sweatshirt Small Logo - Grey Marl - Medium,,OX-W556403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,380.0,3,,30.0,31,310.0,,480,0.48,
OX-XL10-16,"OX Trade XL-10 Segmented Diamond Blade - General Purpose - 16""",Power Tool Accessories > Diamond Blades > General Purpose Blades,OX-XL10-16,,http://images.salsify.com/image/upload/s--sVy8l07E--/agca4bwqfef7iv6oiwxh.png,http://images.salsify.com/image/upload/s--sVy8l07E--/agca4bwqfef7iv6oiwxh.png,,http://images.salsify.com/image/upload/s--sVy8l07E--/agca4bwqfef7iv6oiwxh.png,,,,,,,http://images.salsify.com/image/upload/s--MEjUYUI0--/ywa7x9mn3slwj1zk6s8w.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,330.0,3,,30.0,4.5,45.0,,340,0.34,
ME-DSTR15,Trim Hook 365mm Bottom,Marketing & Promotional > Merchandising > Pegboard Attachments,ME-DSTR15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PFC115/22,Ultimate Fan Cup Grinding Disc - 115/22.23mm,Power Tool Accessories > Cup Wheels > Turbo Cup Wheels,PFC115/22,"Professional fan cup grinding disc for universal concrete construction products and stone, Long Life, Applications: concrete, natural stone and construction products",http://images.salsify.com/image/upload/s--i9bleNsz--/qq4vmfy4uxwahqbiqcut.png,http://images.salsify.com/image/upload/s--i9bleNsz--/qq4vmfy4uxwahqbiqcut.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Spectrum Ultimate Fan Cup Grinding Disc - 115/22.23mm is a professional-grade tool designed for universal use on concrete, natural stone, and construction products. Known for its long life and exceptional performance, this grinding disc is ideal for professionals seeking durability and efficiency in demanding applications.","Professional fan cup grinding disc for universal concrete construction products and stone, Long Life, Applications: concrete, natural stone and construction products",,,,,,,,,,,,2.5,,25.0,15.5,,155.0,12,120.0,,500,0.5,0.84
OX-P301212,OX Heavy Duty Wheelbarrow - Steel Tray,Site & Shop Accessories > Site Supplies > Wheelbarrows,OX-P301212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.0,0,,0.0,0,0.0,,0,0,
OX-P015718,"OX Pro 100 x 457mm S/S Pool Trowel, Flexible",Wet Trade Hand Tools > Concreting Tools > Concrete Trowels,OX-P015718,,http://images.salsify.com/image/upload/s--Q_wlSMxY--/a3xq6bgbexuo1txujgfq.png,http://images.salsify.com/image/upload/s--Q_wlSMxY--/a3xq6bgbexuo1txujgfq.png,http://images.salsify.com/image/upload/s--BQCvDEph--/lg8b0mftdzr96ipp09vq.png,,http://images.salsify.com/image/upload/s--5Th_H8Au--/og5lzjhz3bua79yl9okq.png,,,,http://images.salsify.com/image/upload/s--Q_wlSMxY--/a3xq6bgbexuo1txujgfq.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,17.72,450.0,9.5,3.74,95.0,1,10.0,0.39,500,0.5,1.1
OX-W553138,OX Jogger Shorts - Grey - 38,Tool Storage > Workwear > Shorts,OX-W553138,"Two front zip pockets for securely storing small items., Snap fastening mobile phone back pocket, Brushed back fleece for extra comfort and warmth, OX branded elasticated waistband for extra comfortable fit, OX branded heavyweight cotton drawcords",http://images.salsify.com/image/upload/s---AGo7gzB--/nnf3ofc4jw5hbdxtsolm.jpg,http://images.salsify.com/image/upload/s---AGo7gzB--/nnf3ofc4jw5hbdxtsolm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX Jogger Shorts - Grey - 38 are a must-have on-site for the summers. These shorts are made from a brushed back fleece fabric for extra comfort. They feature three pockets and OX branded waistband and drawcords. Also available in black.,"Two front zip pockets for securely storing small items., Snap fastening mobile phone back pocket, Brushed back fleece for extra comfort and warmth, OX branded elasticated waistband for extra comfortable fit, OX branded heavyweight cotton drawcords",,,,,,,,,,,,3,,30.0,52,,520.0,34,340.0,,404,0.404,0.97
PCX-N112,"Ultimate Wet Core-Concrete 1¼"" UNC - 112mm",Power Tool Accessories > Core Bits > Wet Core Bits,PCX-N112,"Ultimate wet diamond core drill for professional rig mounteduse, 12 1/4"" UNC (female) back end, 450mm drilling length, 10mm segment height, Applications: Flint and limestone aggregate concrete; light to medium reinforced concrete; universal building products",http://images.salsify.com/image/upload/s--eXVDLFxE--/vm0izrdymyyftmk00fov.png,http://images.salsify.com/image/upload/s--eXVDLFxE--/vm0izrdymyyftmk00fov.png,,http://images.salsify.com/image/upload/s--eXVDLFxE--/vm0izrdymyyftmk00fov.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Spectrum Superior Wet Core-Concrete 1¼"" UNC – 112mm, the ultimate wet diamond core drill designed for professional rig-mounted applications. Featuring a 1¼"" UNC (female) back end, 450mm drilling length, and 10mm segment height, it excels in flint, limestone aggregate, and light to medium reinforced concrete. Ideal for universal building products.","Ultimate wet diamond core drill for professional rig mounteduse, 12 1/4"" UNC (female) back end, 450mm drilling length, 10mm segment height, Applications: Flint and limestone aggregate concrete; light to medium reinforced concrete; universal building products",,,,,,,,,,,,14,,140.0,52.5,,525.0,14,140.0,,4240,4.24,7.97
OX-PCB-16,"OX Pro PCB 16"" Bench Saw Diamond Blade - Combination",Power Tool Accessories > Diamond Blades > Masonry/Brick Blades,OX-PCB-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,470.0,1,,10.0,41,410.0,,3200,3.2,
OX-XLCGB-5,"OX Trade XL XLCG Turbo Cup Wheel - 125mm/5"" | 22.2mm Bore",Power Tool Accessories > Cup Wheels > Turbo Cup Wheels,OX-XLCGB-5,,http://images.salsify.com/image/upload/s--Vjxdjycr--/mftcddgyyascuxuihfxt.png,http://images.salsify.com/image/upload/s--Vjxdjycr--/mftcddgyyascuxuihfxt.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP10-250,Ultimate 10 Segment Concrete Planing Head - 250mm,Power Tool Accessories > Core Bits > Core Bit Accessories,KP10-250,"250mm concrete planing heads with universal mounting configuration, Applications: Floor levelling, surface preparation and removal of adhesives, etc.",http://images.salsify.com/image/upload/s--CvomspKN--/aaoujwg5rnlo6nbbkbww.png,http://images.salsify.com/image/upload/s--CvomspKN--/aaoujwg5rnlo6nbbkbww.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The Spectrum 10 Segment Ultimate Concrete Planning Head - 250mm. This powerful tool boasts a universal mounting configuration suitable for most floor planers. With options of 10, 16, or 20 segments, it excels in floor levelling, surface preparation, and adhesive removal, ensuring efficient and precise results every time.","250mm concrete planing heads with universal mounting configuration, Applications: Floor levelling, surface preparation and removal of adhesives, etc.",,,,,,,,,,,,29,,290.0,3.5,,35.0,30,300.0,,3960,3.96,7.39
OX-P110515,OX Pro 15L Bucket,Site & Shop Accessories > Site Supplies > Buckets,OX-P110515,"Extremely hardwearing, 15L Capacity, Pouring spout for ease of use, Sturdy wire handle with comfort grip, Easy to clean, maintain and keep hygienic",http://images.salsify.com/image/upload/s--gFTc-Wjo--/fun761xc9hdb9tajppia.png,http://images.salsify.com/image/upload/s--gFTc-Wjo--/fun761xc9hdb9tajppia.png,,http://images.salsify.com/image/upload/s--gFTc-Wjo--/fun761xc9hdb9tajppia.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro 15L Bucket is a versatile and essential tool for professionals across various industries. Crafted from high-quality, durable materials, this bucket is designed to withstand the rigors of construction sites and demanding work environments. With a generous 15-liter capacity, it effortlessly accommodates site tools, debris, and mixed materials. The ergonomic handle ensures comfortable carrying and easy pouring, reducing strain during extended use. Ideal for tasks ranging from waste collection to mixing and pouring substances, the OX Pro 15L Bucket combines functionality, durability to enhance efficiency and productivity on any job site.","The OX Pro 15L Bucket is perfect for carrying site tools, rubbish and waste for mixing and pouring. This hard wearing buckets can hold up to 15L.","Extremely hardwearing, 15L Capacity, Pouring spout for ease of use, Sturdy wire handle with comfort grip, Easy to clean, maintain and keep hygienic",,,,,,,,,,,,35,,350.0,28,,280.0,36.5,365.0,,600,0.6,1.28
OX-P010119,"Pro Taper Ground Small Tool | 3/4"" / 19mm",Wet Trade Hand Tools > Plastering Tools > Small Tools,OX-P010119,"High quality carbon steel, One piece drop forged, Precision ground & tempered, -, .",http://images.salsify.com/image/upload/s--jU7VxIN3--/o2r0u5s6ykz0qtxvtxp4.jpg,http://images.salsify.com/image/upload/s--jU7VxIN3--/o2r0u5s6ykz0qtxvtxp4.jpg,http://images.salsify.com/image/upload/s--T69bPwUq--/auchpy6xygqorkzd0esp.jpg,http://images.salsify.com/image/upload/s--W9Br53YE--/k6ro7364hzjc46tosfts.jpg,,,,,http://images.salsify.com/image/upload/s--HgaLmXgf--/a6mwtrczyjsdwgycteog.png,,http://images.salsify.com/image/upload/s--Rx9BIWjy--/z1ehtjdkswodbnhvuh0e.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The OX Pro Small Tool 19mm is drop forged from a single piece high quality carbon steel. Perfectly engineered, ground, and polished the small tool is perfect for intricate mortar and masonry work.","High quality carbon steel, One piece drop forged, Precision ground & tempered, -, .",,,,,,,,,,,,34,13.39,340.0,2,0.79,20.0,8,80.0,3.15,80,0.08,0.08
OX-T024121,OX Trade Wooden Folding Ruler 2m,General Hand Tools > Measuring > Rulers,OX-T024121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OX-P100307,OX Pro 180mm Profile Clamp,General Hand Tools > Clamps & Vises > Masonry Clamps,OX-P100307,"Solid steel & zinc plated, 'T' bolt thumb screw, Thread length 80mm, -, .",http://images.salsify.com/image/upload/s--wyFUPWai--/aqpftjqzmgfmoyxyr8s0.png,http://images.salsify.com/image/upload/s--wyFUPWai--/aqpftjqzmgfmoyxyr8s0.png,http://images.salsify.com/image/upload/s--wyFUPWai--/aqpftjqzmgfmoyxyr8s0.png,http://images.salsify.com/image/upload/s--j4ND3P4l--/jcoyjpzl0azgpfp7f56a.png,http://images.salsify.com/image/upload/s--V66NsXPY--/paghhzdi0xikjxffvgpq.png,http://images.salsify.com/image/upload/s--B1N--_eK--/mqdcdvx4sqprjip7qwoh.png,http://images.salsify.com/image/upload/s--03jf-bgX--/tlst4jqybko77rfxvhrt.png,http://images.salsify.com/image/upload/s--V2-oQoBH--/osqoov7cn1h8ken4aphe.png,,,,,,http://images.salsify.com/image/upload/s--wibYHN_s--/plyph3jtzzhp8nqedmta.png,,,,,,,,http://images.salsify.com/image/upload/s--kJkMwJGs--/tc2mtdcyrwwp9pix2uzd.jpg,http://images.salsify.com/image/upload/s--ZaAWfd12--/rwjpcap8tgfoge9oh4ji.jpg,http://images.salsify.com/image/upload/s--l-i2hh3s--/ehsll72cihukwpq5rald.jpg,http://images.salsify.com/image/upload/s--ZnxQNRbA--/rf1vxup6ng2ohordixif.jpg,http://images.salsify.com/image/upload/s--AbuTVfjF--/v6rw6nxwr3zgmpfzzg6p.jpg,http://images.salsify.com/image/upload/s--uQgEcmg9--/zuax0bbusbfndtn7z7cs.jpg,http://images.salsify.com/image/upload/s--W7pkMEuy--/h1estnkzvod3ldhmm58y.jpg,"http://images.salsify.com/image/upload/s--1ZWdZySG--/tpeg2s4odiaoiznynzv0.jpg, http://images.salsify.com/image/upload/s--4IJ5Jg_S--/p7oaoqm9d0jn2rzxe3im.jpg, http://images.salsify.com/image/upload/s--l-wDyFYF--/qjah1advtyj1jlklajk4.jpg",,,,,,,,,,,,,,,,,,,,,The OX Pro 180mm Profile Clamp is made from solid steel with zinc plating for extra strength. It also comes with a 'T' bolt thumb screw that has a thread length of 80mm.,"Solid steel & zinc plated, 'T' bolt thumb screw, Thread length 80mm, -, .",,,,,,,,,,,,34.6,13.62,346.0,5.1,2.01,51.0,7.7,77.0,3.03,410,0.41,0.9
EPX-10,Trade XL Electroplated Diamond Core - 10mm,Power Tool Accessories > Core Bits > Tile Holesaws,EPX-10,"Fast, fine cutting of marble, ceramics and stone, Low cost for the occasional user, Straight shank for use in 3 jaw chuck, Recommended for use with water feed and guide",http://images.salsify.com/image/upload/s--0IE9k2Pv--/rayfs8ku2bs0x2ywd7dl.png,http://images.salsify.com/image/upload/s--0IE9k2Pv--/rayfs8ku2bs0x2ywd7dl.png,http://images.salsify.com/image/upload/s--0IE9k2Pv--/rayfs8ku2bs0x2ywd7dl.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spectrum Plus Electroplated Diamond Core - 10mm, designed for rapid and precise cutting of marble, ceramics, and stone. Ideal for occasional users, it offers cost-effectiveness without compromising on performance. With a straight shank tailored for 3 jaw chuck use, it's recommended for optimal results with water feed and guide assistance.","Fast, fine cutting of marble, ceramics and stone, Low cost for the occasional user, Straight shank for use in 3 jaw chuck, Recommended for use with water feed and guide",,,,,,,,,,,,2,,20.0,15.5,,155.0,12.8,128.0,,40,0.04,0.08
DCA105/16,Premium Diamond Blade - Abrasive/GP - 105/16mm,Power Tool Accessories > Diamond Blades > Concrete/Masonry Blades,DCA105/16,"Abrasive and general purpose blade with 10mm segment, Applications: general and abrasive building products, concrete paviors, concrete roof tiles, hard asphalt, breeze blocks",http://images.salsify.com/image/upload/s--uIFQQkle--/ntvmbr9zkt5lolexbto7.png,http://images.salsify.com/image/upload/s--uIFQQkle--/ntvmbr9zkt5lolexbto7.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Abrasive and general purpose blade with 10mm segment, Applications: general and abrasive building products, concrete paviors, concrete roof tiles, hard asphalt, breeze blocks",,,,,,,,,,,,0.2,,2.0,13.5,,135.0,11.5,115.0,,91,0.091,
OX-P322609,OX Pro Hex Allen Key Long 9pc Set,General Hand Tools > Fastening > Hex Keys,OX-P322609,"High grade s2 alloy steel for durability., Rust and corrosion resistant surface., Keys with size markings for easy identification., Ball end for use in bolts with up to 25° approach angle., Extra long keys for tight spaces and hard to reach areas., Organised in a convenient durable holder.",http://images.salsify.com/image/upload/s--cXxILuL2--/mexokv88mobvy5ratmiz.png,http://images.salsify.com/image/upload/s--cXxILuL2--/mexokv88mobvy5ratmiz.png,,http://images.salsify.com/image/upload/s--cXxILuL2--/mexokv88mobvy5ratmiz.png,,,,,,,http://images.salsify.com/image/upload/s--biN6Vk5V--/upzja1anqfh9gfaw7weq.png,,,http://images.salsify.com/image/upload/s--HdC-zlCV--/irleb6mncxnbniwc8fuw.png,http://images.salsify.com/image/upload/s--dSoeaWuV--/ep7libvrviwwdxol4gun.png,,,,,,,http://images.salsify.com/image/upload/s--ArXAfd4M--/jyktclxvxlzcfgtg44rx.jpg,http://images.salsify.com/image/upload/s--WIFshvRC--/g4zs3qsoqk1juicmkzgn.jpg,http://images.salsify.com/image/upload/s--lDktpXJx--/ucn0smcviy98iefqh0z2.jpg,http://images.salsify.com/image/upload/s---NJRDp0f--/ffhifuo8gskhhgeo1chh.jpg,http://images.salsify.com/image/upload/s--n2EzWTzm--/b78ek2vynozs4zu4rucq.jpg,http://images.salsify.com/image/upload/s--m0h22zF5--/yoefbay127x59etgjngu.jpg,http://images.salsify.com/image/upload/s--XkRMe9pp--/lpwiy6s5cleaxpkaaeqa.jpg,"http://images.salsify.com/image/upload/s--b_-xysbg--/dsztpyfxg5tw2zxqqorc.jpg, http://images.salsify.com/image/upload/s--lRrKY_LD--/pbky2nm7is4eqfs4ylog.jpg, http://images.salsify.com/image/upload/s--T6ILzEt5--/ihoaubcelovnuycoqydg.jpg, http://images.salsify.com/image/upload/s--Xe0Sa6mE--/mimgqkxkxtfxr5t7qawx.jpg, http://images.salsify.com/image/upload/s--KG_pMajS--/cuoaah5u5l0sdlkzy0vo.jpg, http://images.salsify.com/image/upload/s--NUaQiLr4--/jcjzllb1qpqmkehi03ea.jpg, http://images.salsify.com/image/upload/s--oZaZ7LhJ--/bwdpfxe8lyf8lyuwpizl.jpg, http://images.salsify.com/image/upload/s--aOLQkpqA--/tvvnsoxtj3tpn4cbpidr.jpg, http://images.salsify.com/image/upload/s--RHwUfGWZ--/ldl69jcwf5qdloeqrlqb.jpg, http://images.salsify.com/image/upload/s--x2EOeAsc--/ycqq9aemk3mfctujyeko.jpg, http://images.salsify.com/image/upload/s--eOpqUwka--/rvqqkjs1ghknwdtjdmur.jpg, http://images.salsify.com/image/upload/s--UFVgGbVe--/ksyjskwssz6anozzwejk.jpg, http://images.salsify.com/image/upload/s--6xd_yrwV--/ys3d0jaeg4kwztjkyvcx.jpg, http://images.salsify.com/image/upload/s--7l1OxVtt--/ioxb7fiu5vd46boqhz9h.jpg, http://images.salsify.com/image/upload/s--sOYRHmdV--/mrvyhicciaqwcmvfqc0r.jpg, http://images.salsify.com/image/upload/s---XHXPFYc--/dtzqgzgqmpahs7h6ym0m.jpg, http://images.salsify.com/image/upload/s--LCGn2KcG--/s0qc14fwsbrvycaqeuin.jpg, http://images.salsify.com/image/upload/s--Bcrd4fIk--/mlu8fqr4s7swrkv6zbtx.jpg, http://images.salsify.com/image/upload/s--v0Z2G1UZ--/fqqtuqad3vdturzcfoaf.jpg, http://images.salsify.com/image/upload/s--mPz6_Rq---/ngtyiho7ygahkxcnwako.jpg, http://images.salsify.com/image/upload/s--zZLVkjuF--/r3hbyqcbonsoo1ibacly.jpg",,,,,,,,,,,,,,,,,http://images.salsify.com/image/upload/s--Lfz5a3hi--/kj22ihuud51ig9j8liu1.pdf,,,,"The OX Pro Hex Allen Key Long 9pc Set is built for precision and durability. Featuring a ballpoint tip, it allows a wider range of access to bolt heads, making it ideal for tight spaces. Made from tough S2 steel, this set is engineered to withstand heavy use. A protective coating ensures both the tools and your work surfaces stay in top condition. Choose OX for professional quality.","High grade s2 alloy steel for durability., Rust and corrosion resistant surface., Keys with size markings for easy identification., Ball end for use in bolts with up to 25° approach angle., Extra long keys for tight spaces and hard to reach areas., Organised in a convenient durable holder.",http://images.salsify.com/image/upload/s--Lfz5a3hi--/kj22ihuud51ig9j8liu1.pdf,,,,,,,,,,,3,1.18,30.0,9.5,3.74,95.0,32,320.0,12.6,467,0.467,1.03
OX-P019710,OX Pro Telescopic Handle Part - Quick Release Pin,Wet Trade Hand Tools > Concreting Tools > Bullfloats & Telescopic Handles,OX-P019710,,http://images.salsify.com/image/upload/s--pU_V8ZLo--/rik5sb6j8m5o0mngkoge.jpg,http://images.salsify.com/image/upload/s--pU_V8ZLo--/rik5sb6j8m5o0mngkoge.jpg,http://images.salsify.com/image/upload/s--Jf9oyxEx--/awbedgdgwra1workq0ih.jpg,,,,,,,,,,,http://images.salsify.com/image/upload/s--idJLvXTy--/tizsgplfwdynlrmrec6q.jpg,http://images.salsify.com/image/upload/s--yWjD1w0Y--/f5zo7nkw76debphagrqb.jpg,http://images.salsify.com/image/upload/s--PQQYrS_7--/qhxowqznuygwx0yeuvqv.jpg,http://images.salsify.com/image/upload/s--gs9gkLlN--/skrqifkhji8c8teindzu.jpg,http://images.salsify.com/image/upload/s--b_kav6XJ--/s5flpqjx77045ayvoi0z.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,11.81,300.0,3.3,1.3,33.0,3.3,33.0,1.3,100,0.1,0.1
OX-P250311,OX Pro 110x165mm General Purpose Sponge,Site & Shop Accessories > Site Supplies > Sponges,OX-P250311,,http://images.salsify.com/image/upload/s--q3bzq0Ic--/x7sjbcteag8pzpxfoo7o.png,http://images.salsify.com/image/upload/s--q3bzq0Ic--/x7sjbcteag8pzpxfoo7o.png,http://images.salsify.com/image/upload/s--td0Cz3-T--/clijlzrbt3qcdjxqqkei.png,,,,,,http://images.salsify.com/image/upload/s--q3bzq0Ic--/x7sjbcteag8pzpxfoo7o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.69,170.0,6.5,2.56,65.0,11,110.0,4.33,40,0.04,0.09
OX-T010911,OX Trade 115 x 280mm Finishing Trowel - Rubber grip,Wet Trade Hand Tools > Plastering Tools > Plaster Trowels,OX-T010911,,http://images.salsify.com/image/upload/s--qQuRxdG6--/i7rtq18i9vqpw9rswhgo.png,http://images.salsify.com/image/upload/s--qQuRxdG6--/i7rtq18i9vqpw9rswhgo.png,http://images.salsify.com/image/upload/s--A5K4Cbnj--/v41oiqpfreupmhpymzu3.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,14.76,375.0,10.2,4.02,102.0,11.4,114.0,4.49,400,0.4,0.88
OX-S249210,OX PU Flex Cut 5 Gloves - Size 10 (XL),Site & Shop Accessories > Safety > Hand Protection,OX-S249210,"Cut level C, Combining cut resistance, comfort, dexterity and grip in a seamless PU palm dipped liner, Conforms to EN388",http://images.salsify.com/image/upload/s--b9eHZik7--/dybjbcskrv40zuulucb5.png,http://images.salsify.com/image/upload/s--b9eHZik7--/dybjbcskrv40zuulucb5.png,,http://images.salsify.com/image/upload/s--b9eHZik7--/dybjbcskrv40zuulucb5.png,,,,http://images.salsify.com/image/upload/s--YrOncpae--/sts27xtsopsl7slt5i4r.png,,,,,,http://images.salsify.com/image/upload/s--VX2un5pu--/wrmwsg1ljg4613a8ac26.png,,,,,,,,http://images.salsify.com/image/upload/s--NX8roAfS--/eoqws6fxgd2jiuacowoc.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,The OX PU Flex Gloves are perfect for lighter duty applications with its seamless 13 gauge knitted nylon liner which has a PU palm and finger coating to provide excellent dexterity. These gloves conform to EN388 standards.,"Cut level C, Combining cut resistance, comfort, dexterity and grip in a seamless PU palm dipped liner, Conforms to EN388",,,,,,,,,,,,2,,20.0,13,,130.0,29,290.0,,74,0.074,0.16
